Address,Name Tag,Balance,Txn Count
0x4f81e77da79484eb4e253713d2ba6bdbc6a58ece,Uniswap V2: $BJ,0 Ether,66
0x5bcc2214035885377dc5e338e5531e977ba038da,Uniswap V2: $BLUE,0 Ether,1
0x84d0cf0f241fc7b13f78f6850f7d65e46abe71b8,Uniswap V2: $BOJACK,0 Ether,0
0x95827768272f4e108444868d7b41e34072ed3ddf,Uniswap V2: $BOMB,0 Ether,2
0x03a2b063ebd35dc63eb13ec959fe59da79be9cff,Uniswap V2: $BOOST,0 Ether,0
0xf4e83b864eb73ac4c5e6320e8cac379e66cd47f4,Uniswap V2: $BOOTY-DAI,0 Ether,1
0x6c32803ecf2f91b356be7a6b76e802282032647f,Uniswap V2: $BOOTY-H4KR,0 Ether,0
0xe74a0c61013716690485aac268fc4e9432d26c50,Uniswap V2: $BOSON,0 Ether,0
0x4c334298b4bb35aa0b24ec402fc84ee6252fa358,Uniswap V2: $BOSON 2,0 Ether,1
0x409b36d572736b0ce3bba8b1876f072313437795,Uniswap V2: $BOSON 3,0 Ether,1
0xb47ce3a4831abe29bd1617f141ea493b8d606462,Uniswap V2: $BOW,0 Ether,1
0x4c450755738d6c678c8f604711ec9de9ee634271,Uniswap V2: $BREAST,0 Ether,0
0x9a32c2276e3dd11a411d324bd466d457af53354a,Uniswap V2: $BREAST 2,0 Ether,0
0x77c1d3cd554b500ee9f2fee41509360f7503257f,Uniswap V2: $BREAST 3,0 Ether,1
0x81c9fe052f9c31549ec11d375f734ef7b17598a9,Uniswap V2: $BURN,0 Ether,0
0x9f1049afa6da7cb1a4218d381926f943c886233e,Uniswap V2: $BURN 2,0 Ether,0
0xa72506e8d5cca625de1c852e60fe7fce8f40879c,Uniswap V2: $BUSH,0 Ether,0
0x5f135147148fa445bf83c319cab5144f18e0c6f9,Uniswap V2: $BUSHIB,0 Ether,0
0x09910677864fa144ee86167cd60b60cc3bdb1afe,Uniswap V2: $CANX,0 Ether,0
0xb73bb87a1809fcdb47aa0fa78ac69f496bc1d0f8,Uniswap V2: $CANX-USDT,0 Ether,0
0x7321b6fe5f7731bdc018b45c6f9e249693394a25,Uniswap V2: $CAP,0 Ether,0
0xf523070b573bf82c0c0ab9356cf63f1bda58b2f4,Uniswap V2: $CASH,0 Ether,0
0x534f9230639b8f587cef733dc605757facdd4343,Uniswap V2: $CASHDOGE,0 Ether,0
0x223eb47de7254e84b958cc068b9eeb56e762d670,Uniswap V2: $CATNORRIS,0 Ether,1
0x37a04629fdfad543a988176b804f6070cf305ee4,Uniswap V2: $CC,0 Ether,0
0x96ca7980befb2f3af6eb3db20a8a56cd62f701df,Uniswap V2: $CDOGE,0 Ether,1
0x44f3ac7a9b1b0602b44eaf97542282c4f7173e49,Uniswap V2: $CETA,0 Ether,1
0xaad2b8f2ca6dbe032c711440221c9268b938c62e,Uniswap V2: $CHAD,0 Ether,0
0x818ee33d9c115384e45782bbf619faf06a77b697,Uniswap V2: $CHADS,0 Ether,0
0x685a42e6cfd426b400d166f1f582df6d3d27010c,Uniswap V2: $CHEESE,0 Ether,0
0x3145f24a69f3a7d4f1c34cce25f69d3397f7fddc,Uniswap V2: $CHEST,0 Ether,0
0xf12ccd86680a9a2fbb4f701a371cfe6b0ff7b068,Uniswap V2: $CHINA,0 Ether,0
0xd776124ffa1093be0910b9936a9d0d929789b586,Uniswap V2: $CHINA 2,0 Ether,0
0x65372984ed524d95eed10222021615738b748d51,Uniswap V2: $CHM,0 Ether,1
0x77b070c75764d12cf754cc8bf67683c78f86a6bd,Uniswap V2: $CLEAN,0 Ether,1
0xeaa2602fcd048db73671d492ae7f5325581d1db6,Uniswap V2: $CNB,0 Ether,1
0x35d72fb4a4df35f0a6855034b8a623179cbeae92,Uniswap V2: $CNB 2,0 Ether,1
0xed2f9f0557ddf018944f22981855573736141032,Uniswap V2: $COIN,0 Ether,0
0x89b253ed777fecbd2d7613be233ecdc1f2e3a275,Uniswap V2: $CORE,0 Ether,0
0xc64513a569e96d0e89dcec4343fc1ee83f2b56da,Uniswap V2: $CORGI,0 Ether,0
0x69eb5d742e76dd24a5f33f9763aa47d50e85042b,Uniswap V2: $CREEPER,0 Ether,0
0xa70288e802a6b8490dd7285be9f7a9704e4b9934,Uniswap V2: $CROC,0 Ether,1
0xb723e7aeb820eb8b92b3a679d139df5e7a5d9f30,Uniswap V2: $CTSL,0 Ether,5
0x423d533495ccf20fd6698b2030c649f92305669c,Uniswap V2: $cYFI,0 Ether,0
0xc840d14d596d0f8b5884ed5f93b3a721b879b4fa,Uniswap V2: $CYHU,0 Ether,1
0xc584b9560584182e752bfb778f384008b5ba171d,Uniswap V2: $CYNU,0 Ether,1
0x9077b7b600d9f83e8edaad6e4fc01600234f31fe,Uniswap V2: $CZY,0 Ether,0
0x40c6c16130c40315efe511e4ad5e2bcef94043a9,Uniswap V2: $DADDY,0 Ether,0
0x08c74affb1070275613ad92a66153471110d5ae9,Uniswap V2: $DAIL,0 Ether,1
0xf06045cc376e4d0ba55237b22210fdb81d6d617b,Uniswap V2: $DBTS,0 Ether,2
0x24ff273e9ea7360be21ce9bafa1a2119426e75aa,Uniswap V2: $DEGEN,0 Ether,4
0xf456a8c1a084deb4f682f494b50dc52ed28699ff,Uniswap V2: $DEGEN-DAI,0 Ether,0
0xe7ed3af847e164772e8c275d297ad7a8a89a67b0,Uniswap V2: $DEGEN-USDC,0 Ether,1
0x2cc58f3dd2e01de3177ab9c13af48554255ccc15,Uniswap V2: $DEGEN-USDT,0 Ether,5
0x4b4e828cf393d9e85e211523352aa8421488ae36,Uniswap V2: $DEGEN-yDAI+yUSDC+yUSDT+yTUSD,0 Ether,1
0xa0fe4ddf0de54c2a5bb238a89eba1532874987db,Uniswap V2: $DEIN,0 Ether,1
0x5e7f1802a232459aa2e533bee41ee5fc8522b919,Uniswap V2: $DETA ( https://t.me/dogetainu ),0 Ether,1
0x865dbeb593a6f152bed324d8d7efd850476ab9f4,Uniswap V2: $DFET,0 Ether,0
0x44c21f5dcb285d92320ae345c92e8b6204be8cdf,Uniswap V2: $DG,0 Ether,230
0xbc8a9473eea998f8f43805f40ddb44d004ff05fd,Uniswap V2: $DGAY,0 Ether,0
0x29f4ece44c3604d346debb1f8d82675d574525ef,Uniswap V2: $DGOSE,0 Ether,1
0x3b66d3955c9cd7ab804c574aa646c743441b9bd3,Uniswap V2: $DIAMONDS,0 Ether,0
0x7fcb6239f44861feed21651281a143c04ead2bd8,Uniswap V2: $DIE,0 Ether,4
0xd1f4b8892e318fc8586b3b95026587bd878641d5,Uniswap V2: $dMEME,0 Ether,1
0x4301e32bb7e1aa243decd988eba7558dea12a4de,Uniswap V2: $DOGEBANK,0 Ether,0
0x65509f4bfba47bbfad1ce61ee372214cb538c8c1,Uniswap V2: $DOGEGOD,0 Ether,0
0x80438cc28599c24fdca3a6fa4e318603c1447718,Uniswap V2: $DOGEGOD 2,0 Ether,1
0x93b1d876bb26f92f3c795e1e5d410c005f8561ef,Uniswap V2: $DOGES,0 Ether,0
0x570957b4aa7c97371e52cfa02613c22f283818b8,Uniswap V2: $DONKINU,0 Ether,1
0x18e0dcfa94494aa01713c0cb242e976f12f0298c,Uniswap V2: $DONT,0 Ether,1
0x4fa70886f834c285eee4a5e48b66e73a25dd2147,Uniswap V2: $DPON,0 Ether,0
0xf0f5a0365243b8d89c8801130ec189c166470525,Uniswap V2: $DRAGONGOD,0 Ether,0
0x125ad71de80487c3596b781faaa3af85ed0362af,Uniswap V2: $DRM,0 Ether,0
0xd4a91f8c7c39d6fc77426fe01ffbb819f7f729ec,Uniswap V2: $DROC,0 Ether,1
0x93e34aae5da3dd6e0bb0f924615f8f7aa044c2d1,Uniswap V2: $DUBAIDOGE,0 Ether,1
0x05296c0d0e140866850d9a121159a3830a3d2309,Uniswap V2: $DUBAIDOGE 2,0 Ether,0
0x44c1e858a402ca12accd017eab7fffa3333cadf4,Uniswap V2: $DUCK,0 Ether,1
0xa1b5204ad1b4d9bfab6bb6094da10b41ecab841f,Uniswap V2: $DUCK 2,0 Ether,0
0xee00a5bed087e47bc82e040033c94cbc8383ea45,Uniswap V2: $EDISON,0 Ether,2
0x277f51fb92f56426face7c0e6c487f0e9563b10d,Uniswap V2: $EDrain,0 Ether,1
0xadbc2b19c9ce5b22753083aaea55c0012e60a5ae,Uniswap V2: $ENCORE,0 Ether,0
0x177c78e44fc4368e2a0b26626fc2b4738874b179,Uniswap V2: $eRAICHU,0 Ether,1
0x32d4378f368c13e35a9eef96bbf9ff1c6f5c9364,Uniswap V2: $ESKI,0 Ether,1
0x26dd658410c83d306c0944a52bc60e0339edbc65,Uniswap V2: $ETHXUNI,0 Ether,1
0xc541c4870ad2117da4fb0933bb1119965cd23ea0,Uniswap V2: $FART,0 Ether,1
0xd521ea2eac8f7a575aa985b150265e7ec0767a5f,Uniswap V2: $FDD,0 Ether,212
0x01952c89526fa57f06e4c4b88ea5f5e5ed0606f3,Uniswap V2: $FDG,0 Ether,0
0xc69d4940570ee35110a5717599b159ff3ba28234,Uniswap V2: $FIN,0 Ether,0
0xd5a468ad4e1e4247aeb56b703904128601b22ba7,Uniswap V2: $FIRE,0 Ether,0
0x736aaa2ba1e71f6ae8314905f1a5a9c39ee37a00,Uniswap V2: $FIRE 2,0 Ether,0
0xd2e2bcd3c753e2b1786d11aed64574d3c9bbe287,Uniswap V2: $FISH,0 Ether,0
0xd44c5bdd4e4aba7c6402a7edeac3730fba3565f3,Uniswap V2: $FOGE,0 Ether,0
0x26cd7b96801ab96a71715561be416b62a5c4cfa8,Uniswap V2: $FOMO,0 Ether,1
0x9d89928273df5035ade29f9dc58f2bee1fdb1e57,Uniswap V2: $FOX,0 Ether,1
0x0c4e00343a76ed5a3d792d1e1beb9c4ecb0e72a7,Uniswap V2: $FRAT,0 Ether,120
0x29eaafbbe6c7f98dc333922087a34535a3572cc5,Uniswap V2: $FRONT,0 Ether,1
0xe9a3b24e774255ea251a7d3d329d475801acf9d7,Uniswap V2: $FRONT 2,0 Ether,1
0x047c7ed9f26111aa14a822506e0b578e046964ec,Uniswap V2: $G,0 Ether,0
0x47bbc7cc099d23db05df421fc162841f81b747d7,Uniswap V2: $GAIN,0 Ether,0
0xc3ba90184bce7e332e9de493a782cffdcbeb30a9,Uniswap V2: $GASPAY,0 Ether,1
0xd077fc5344e78dafd5f07e0251521e584e3d7e0f,Uniswap V2: $GBANG,0 Ether,1
0xc7f978d5583d583c7abf4b53ad548d3eb21dad37,Uniswap V2: $GEEQ 2,0 Ether,0
0x7c58d9df9c421ac653e75fbcdd7900147b0baf01,Uniswap V2: $GFY,0 Ether,5
0x160369877a0ce8b45e2c1bc250015961c0a61f89,Uniswap V2: $GFY-PEEN,0 Ether,0
0xf06932609eff3905be829367bc61a487a949650e,Uniswap V2: $GFY-VAG,0 Ether,0
0x2dc3a49697fe6d7e1ebf1c0d44de4e96f29afd80,Uniswap V2: $GHOST,0 Ether,0
0xfd2172ff509ddcfa917fcdb2f6fb113ef7c64a87,Uniswap V2: $GodDOGE,0 Ether,0
0x284f687f6420718988786195f9565de9ca9895bf,Uniswap V2: $GODFATHER,0 Ether,0
0x9eff8960090ad5e8a458165ceda0d487b3a0df23,Uniswap V2: $GOKU,0 Ether,1
0x00763a5d5f19eaea9de0d51eefe257a2d389ba41,Uniswap V2: $GOLD,0 Ether,0
0x39d188c9ca54864e691cb982f7dbf60dabcbafb4,Uniswap V2: $GOLD 2,0 Ether,1
0xaa736ca527252cf9f65abed23c21f5ac46af27e3,Uniswap V2: $GOLD 3,0 Ether,3
0xeff17451dc7d8922b84f46c4bd8a5063d94e63cb,Uniswap V2: $GOOG,0 Ether,1
0x248c44fee2934f40166e7a3cb0d5ac62a319c521,Uniswap V2: $GOOSE,0 Ether,0
0x1705ac6f9b42e81c63a7dc84dd56de90aea2c26e,Uniswap V2: $Goose 2,0 Ether,0
0xec01565f23d2ab64ff36a6c1c02e30a3f621463b,Uniswap V2: $Goose 3,0 Ether,0
0x1faac12d55369ee4125c2bb8860ff27b6b8095ff,Uniswap V2: $GSHIBA,0 Ether,1
0x9762edd97a95f48a79bbd325f5941d2e84cb50c3,Uniswap V2: $GUN,0 Ether,1
0x5976e7c897d10b2775e126204cb50df6655834ce,Uniswap V2: $GUN 2,0 Ether,0
0xf35c9ea47a09ca83be91100c6e5b9de137692750,Uniswap V2: $HAM,0 Ether,0
0x68157d1f85a8a23fa2cf63d2e0ad7cd6682a5eef,Uniswap V2: $HANNIBAL,0 Ether,0
0x3614ac4ef38ef1208370eca87dc3f60ff69ce0b2,Uniswap V2: $HIB,0 Ether,0
0x5523d025e9c7baea456f0d2fac644cb3fd412310,Uniswap V2: $HIPPIE,0 Ether,1
0xe09a8af5a46deab342ad75a98cf02cd02778f7c7,Uniswap V2: $HIT 2,0 Ether,0
0xb4f1165b5e1bd0944faf28e71480c18a753b5d99,Uniswap V2: $HIZZA,0 Ether,1
0xf0dd4e1ca80b6e5a954f31e86a3f3db5ed2f61a6,Uniswap V2: $HONK,0 Ether,0
0xa02106d4a9ac9a8c86223f31be2493a2f6234fe8,Uniswap V2: $HONK 2,0 Ether,20
0xb3e74d98c09368387db406e8b0d1709250ab13ac,Uniswap V2: $HOPE,0 Ether,0
0xcf2f98b17a7ccedb8b3e3376051a36451eed0b16,Uniswap V2: $HOTDOG,0 Ether,0
0x2d5146fcd5a2dd95e887dbd347c2f906311cc047,Uniswap V2: $HRIMP,0 Ether,92
0x85f78801304fec6006ed918d96780454cd052eec,Uniswap V2: $HTP,0 Ether,0
0xe56b173c4653c4987c311543efc429dbce610a14,Uniswap V2: $HYFR,0 Ether,0
0x5feffbe436ad3b6e45ef2508f1f6a89d63d0c757,Uniswap V2: $HYVE,0 Ether,0
0x68d80227344e49308e61143354bdc7699362f79b,Uniswap V2: $ICE,0 Ether,0
0x3e96ec70eab1b4ded411df6e35b1864cd7023af6,Uniswap V2: $ICHIGO,0 Ether,1
0xc5c43e63a2a34f59ac3dbdc4a01c9acdf2591d94,Uniswap V2: $INU,0 Ether,0
0xea13c745f55d29bcbcbc550425b0dc4e45aa930e,Uniswap V2: $INU 2,0 Ether,0
0xd7d41486752a69e375a781e56b67d6a3adba051c,Uniswap V2: $InuDOGE,0 Ether,1
0x79446ac607ebc0febdb7df852a3baf52218b28fb,Uniswap V2: $ISHIB,0 Ether,0
0x423ec6d973ec4835245a6b858c871d0dfa06751f,Uniswap V2: $ISLA 2,0 Ether,0
0xc3cd9a9918adbd1628eeb5a26a72f3940acd4218,Uniswap V2: $ISLAND,0 Ether,0
0xcc541d2bf314619009cb4e5b285c080c961dfd56,Uniswap V2: $ITS,0 Ether,0
0x9f141446ca0591530cffd596c380233f4a7777a0,Uniswap V2: $JACK,0 Ether,1
0xd4542d9be7920e64578df07baebe0bbca90551c8,Uniswap V2: $JACK 2,0 Ether,1
0xb02be556e7c175d498627b234bb46fd9c056c156,Uniswap V2: $JAG,0 Ether,0
0x973a66764b6764a1f212509c44f3c8d718859e4f,Uniswap V2: $JEDI,0 Ether,1
0xc454aa03beb0365aa078ac81a5b18532ab7fbc40,Uniswap V2: $JEDINU,0 Ether,1
0x2697c1ea1aaafba894fd4a6facbe6229d562137a,Uniswap V2: $JESHU,0 Ether,0
0x1c8a2e24c5b5ad0788508b5987f83879dbc521db,Uniswap V2: $JESHU 2,0 Ether,0
0xe8c29709787d443d0b6f78ca7f566d34691d3ee2,Uniswap V2: $JESHU 3,0 Ether,0
0xfa7ebac013432242bdd688523f1f35627caa512c,Uniswap V2: $JINDOINU,0 Ether,1
0xc55e37dd87121062ea403325c3b898a0259b941d,Uniswap V2: $JINDOINU-USDC,0 Ether,0
0x30c7765c83dfeb892d8daa873e2792e362c34369,Uniswap V2: $KEILO,0 Ether,0
0x2dfad47d663b05eaf658a28fe29ab97b73132a22,Uniswap V2: $KING,0 Ether,0
0x486c1609f9605fa14c28e311b7d708b0541cd2f5,Uniswap V2: $KING 2,0 Ether,327
0xbc4f3ec3e72d2afae6f4770be3bdce9504fd5ed6,Uniswap V2: $KING 3,0 Ether,0
0x57670c9df3db799c8a0f3908815155ff9da41516,Uniswap V2: $KING-DAI,0 Ether,0
0xf887cf74cfbaabadb50adf2a196c6e815cb9fdb1,Uniswap V2: $KING-USDC,0 Ether,0
0x583e011d9ff4687aab92986d6266a6597fcabdc2,Uniswap V2: $KING-USDT,0 Ether,1
0x104923c2fd22cab56c90f75457e8fa84a1daf8fb,Uniswap V2: $KIPI,0 Ether,1
0x00d8a55467627cd976c65910cc934aa9c8a6d93b,Uniswap V2: $KNZO,0 Ether,0
0x5acd368c152dd80fe5a767b42a55e50ede111f95,Uniswap V2: $KOMAINU,0 Ether,0
0x560c6c7a3373fd02bb651dc2d613cdba554af0c1,Uniswap V2: $KOMAINU 2,0 Ether,0
0x885649433395f7ab927bb86f6dd4a3ccf164d01e,Uniswap V2: $Koshka,0 Ether,0
0x0b998cba47d0aff32574b817bbc852f6a98941b1,Uniswap V2: $LIME,0 Ether,0
0xc1ebfb29403aec8faa0aeb9a176c595353b2d412,Uniswap V2: $Lizard 🦎,0 Ether,0
0x55695a247eed3c656cc2b61e8044506ac00f11c3,Uniswap V2: $LONDON,0 Ether,0
0x33c19c582637aef47df61f6aaa0341ae3997da8e,Uniswap V2: $MAGA,0 Ether,0
0x44297494bb226583ffdd366964ac1397135ff9b2,Uniswap V2: $MANTA,0 Ether,0
0x83a62c784f1e7302169a623a761ce876398ab84c,Uniswap V2: $MASK,0 Ether,0
0x1821ef32966aa96c93f72a2e3c651057ca8761e2,Uniswap V2: $MC,0 Ether,1
0x756209e4ed66a7d08dd0f591d7d4b8cc458a7e22,Uniswap V2: $MEE6,0 Ether,0
0x51e94dc03d4ec9c0ecdaf67f4357b6631a4de269,Uniswap V2: $Mew,0 Ether,0
0x12e43a8bd3e97fd187f8fd4ed3a9055088c76f4f,Uniswap V2: $Mew Inu,0 Ether,0
0x0ed3b06c258deebd03929f12e1eee3761c1f47da,Uniswap V2: $MIKI,0 Ether,0
0xee39609f55b95893fabe0b159a366cf30bd7aa6f,Uniswap V2: $MINE,0 Ether,0
0x63e553e1d7dde80db896843dca5c7d58d78887b7,Uniswap V2: $MISTERT,0 Ether,0
0x04fcb487f18de763098f61e6799e8f74d90f7cfe,Uniswap V2: $MOMO,0 Ether,1
0x9c9b368456248bdf1a5710a18dfac68db11467d6,Uniswap V2: $Money$,0 Ether,1
0xb2510b57f06653b7dc82fd4f47659fda8eeec133,Uniswap V2: $MoneyMan,0 Ether,1
0x0afc6dbaab80f004edf82d39bbacec1fd6722b9a,Uniswap V2: $MONI,0 Ether,0
0x382ee2863a72a24738a5c0b046ecbace87dda033,Uniswap V2: $MSLOT,0 Ether,0
0x353fc923b4efcc400093df420db822ce28b30533,Uniswap V2: $MULAN,0 Ether,2
0xf5cb0565704e821f0920b72d9a28a65bf327d901,Uniswap V2: $MULAN-USDT,0 Ether,1
0x57dd88bad4dd13ded93bca72f80c51fbb62621e1,Uniswap V2: $NanoC,0 Ether,0
0x6d6d9a42de1176a8f314d09e1d708e62b0344626,Uniswap V2: $nBASED,0 Ether,0
0x700fc07f6323af60fd3eea5a24993b8dfe9fcda9,Uniswap V2: $NOKT,0 Ether,0
0xc585a87bd3de4e5528d3c07b281406086fb8e6de,Uniswap V2: $NOOB,0 Ether,74
0x3c39e01ab36f1f55f2d82c1f5fb7f04b1c59a9ca,Uniswap V2: $NOOB 2,0 Ether,0
0x1aef3c812fffd751d12178df62cd981d193ffa2a,Uniswap V2: $NOOB-ZUT,0 Ether,4
0xa5d95543265a91c4df12f82016e3c591bd20a7eb,Uniswap V2: $NYAN,0 Ether,1
0xa85af6469b99d041ebcd53adb08cb6a9181b533b,Uniswap V2: $OBINU,0 Ether,4
0x506f626bad874c00711ce99209033047c7897a7f,Uniswap V2: $ONX,0 Ether,0
0x627a238257fbe0c64e216455ba6a30ef58f07f5d,Uniswap V2: $ORACLE,0 Ether,0
0x85db668eef41b5303e4eae719840a86d3c7bb86e,Uniswap V2: $ORO,0 Ether,0
0xda0622b1af9e1fd340f86b50196a57e49c5dbc32,Uniswap V2: $OWIN,0 Ether,1
0xaa918d56c95400ad004692524d2665d9a516630f,Uniswap V2: $PACE,0 Ether,0
0x9e685936f8bb77c1e922adcae761d3411244743e,Uniswap V2: $PACEXC,0 Ether,0
0x43e11267c636f869dfb1da69c9cdd92c4b29744c,Uniswap V2: $PAT,0 Ether,1
0x142291a323d3cdbbe476f880d5902ab57a51e68c,Uniswap V2: $PCF,0 Ether,0
0x243fa08e579c381e8dd30533efd95edb46be40de,Uniswap V2: $PCF 2,0 Ether,0
0x5dda50be7ff680373ec0c5edfc74dc85e41a88bd,Uniswap V2: $PCF 3,0 Ether,3
0x50d6019c34a5f7d5bfdb630e8bbb47bab04b5662,Uniswap V2: $PEAC,0 Ether,1
0x65c68265c4cdc2aee844e40038e6ddcc3922a41e,Uniswap V2: $PEANUT,0 Ether,0
0x5151e69abe4b625dd569bfe27f1aeb4dfb4453be,Uniswap V2: $PERP,0 Ether,0
0xeed4afb1e97bc4548885559857c294310d8c8818,Uniswap V2: $PEW,0 Ether,0
0x82f3c924af95208db62cbb81c009628b319f98b9,Uniswap V2: $PHEG,0 Ether,1
0x48dffeeb91b4ee769610039ac65a7626becb76d3,Uniswap V2: $PICHU,0 Ether,1
0x37a82a935728479b03d057f31c59d8c183eae58c,Uniswap V2: $PIGGY,0 Ether,2
